idx_pk,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
30120,2,4,2,0,10,2,1,4,4,0,3,3,2,39,0
30121,2,4,4,9,9,3,13,4,4,0,3,3,1,39,0
30122,0,4,2,3,7,0,7,3,2,0,3,3,1,39,0
30123,4,6,0,7,4,4,5,0,4,1,3,3,2,39,1
30124,3,4,3,9,9,2,12,1,4,1,3,3,2,39,0
30125,2,2,3,0,10,2,13,1,4,0,3,3,1,39,0
30126,1,4,4,9,9,0,1,1,4,0,3,3,1,39,0
30127,1,4,4,15,14,0,10,1,4,1,3,3,1,39,1
30128,1,4,0,14,13,4,12,0,4,1,3,3,2,39,0
30129,2,1,0,13,12,4,4,5,4,0,3,3,1,39,1
30130,1,4,1,9,9,4,7,0,4,1,3,3,2,39,0
30131,1,4,0,0,10,2,12,1,4,0,3,3,1,39,0
30132,0,4,4,0,10,0,1,3,4,0,3,3,1,39,0
30133,2,4,0,9,9,2,4,1,4,1,3,3,1,39,0
30134,2,6,1,9,9,0,5,1,4,1,3,3,2,39,0
30135,0,4,1,0,10,0,3,2,1,0,3,3,1,40,0
30136,0,4,4,3,7,0,8,3,4,1,3,3,0,39,0
30137,1,4,1,9,9,0,1,1,4,0,3,3,1,39,0
30138,2,4,2,9,9,4,14,0,4,1,3,3,2,39,1
30139,2,4,3,9,9,2,12,1,4,1,3,3,0,39,0
30140,0,4,1,0,10,0,1,1,4,0,3,3,1,39,0
30141,4,1,3,0,10,1,11,1,4,0,3,3,1,39,0
30142,1,4,1,9,9,4,3,0,4,1,3,3,1,39,0
30143,3,6,3,14,13,4,4,0,4,1,3,3,1,39,1
30144,0,4,4,3,7,0,12,3,4,0,3,3,0,39,0
30145,4,6,0,9,9,4,12,0,4,1,3,3,2,39,0
30146,2,4,4,9,9,0,3,1,4,1,3,3,2,39,0
30147,1,4,3,6,5,0,8,4,4,0,3,3,0,39,0
30148,4,4,1,6,5,2,12,4,4,0,3,3,1,39,0
30149,3,4,1,14,13,4,4,0,4,1,3,3,2,39,1
30150,0,4,3,14,13,0,1,3,4,0,3,3,1,39,0
30151,2,2,4,0,10,4,11,0,4,1,3,3,2,39,0
30152,3,4,1,12,16,4,10,0,1,1,3,3,1,19,1
30153,1,4,3,9,9,4,8,5,4,0,3,3,1,39,0
30154,1,4,4,0,10,4,13,0,4,1,3,3,2,39,0
30155,2,6,4,9,9,4,14,0,4,1,3,3,1,39,0
30156,1,0,2,9,9,4,0,0,4,1,3,3,0,39,0
30157,4,4,2,15,14,4,4,5,4,0,3,3,2,39,0
30158,1,0,3,9,9,0,0,1,4,1,3,3,1,39,0
30159,2,4,0,13,12,2,12,4,4,1,3,3,1,39,0
30160,2,7,3,9,9,0,8,1,4,1,3,3,1,39,0
30161,1,4,2,6,5,3,7,4,4,0,3,3,1,6,0
30162,3,7,1,2,8,0,8,3,4,1,3,3,1,39,0
30163,2,0,2,10,11,2,0,3,4,1,3,3,2,39,0
30164,2,4,2,10,11,2,10,1,4,0,3,3,1,39,0
30165,1,4,1,9,9,4,5,0,4,1,3,3,2,39,0
30166,0,4,2,9,9,0,10,3,4,0,3,3,1,39,0
30167,5,2,2,4,6,4,14,0,4,1,3,3,0,39,0
30168,1,4,2,13,12,0,12,1,2,0,3,3,2,38,0
30169,3,4,0,9,9,4,3,0,4,1,3,3,1,39,0
30170,2,4,4,2,8,4,8,0,4,1,3,3,1,0,0
30171,2,4,0,9,9,2,8,1,4,0,3,3,1,39,0
30172,1,4,3,9,9,4,1,0,4,1,3,3,1,39,0
30173,0,4,4,14,13,4,10,5,4,0,3,3,1,39,0
30174,1,4,3,14,13,0,10,1,4,1,3,3,2,39,1
30175,0,4,1,13,12,0,8,3,4,0,3,3,0,39,0
30176,2,6,3,10,11,2,4,1,4,1,3,3,1,39,0
30177,0,4,2,9,9,0,12,1,4,0,3,3,1,39,0
30178,4,6,3,9,9,4,3,0,4,1,3,3,1,39,0
30179,0,6,0,0,10,0,13,1,4,1,3,3,1,39,0
30180,2,4,0,0,10,4,14,0,4,1,3,3,2,39,0
30181,1,4,0,0,10,2,8,4,2,0,3,3,1,39,0
30182,5,6,4,14,13,4,4,0,4,1,3,3,0,39,1
30183,2,4,4,0,10,2,7,4,2,0,3,3,1,39,0
30184,0,4,4,0,10,0,10,1,4,0,3,3,1,39,0
30185,2,4,2,3,7,4,6,0,4,1,3,3,1,39,0
30186,0,4,3,3,7,4,8,0,4,1,3,3,1,39,0
30187,1,4,1,9,9,3,7,4,2,0,3,3,1,39,0
30188,3,7,2,14,13,4,4,0,4,1,3,3,1,39,1
30189,4,4,1,14,13,0,12,4,4,0,3,3,1,29,0
30190,1,4,4,0,10,0,4,1,4,1,3,3,2,39,0
30191,5,6,0,4,6,5,5,1,4,1,3,3,2,39,0
30192,1,4,4,14,13,4,4,0,4,1,3,3,2,39,1
30193,0,4,4,0,10,0,8,3,4,0,3,3,1,39,0
30194,5,5,0,9,9,4,14,0,4,1,3,3,2,39,1
30195,1,4,4,0,10,0,3,1,4,1,3,3,1,22,0
30196,0,4,4,0,10,0,8,3,4,0,3,3,1,39,0
30197,1,4,1,1,15,0,10,1,4,1,3,3,1,39,0
30198,0,4,3,13,12,0,12,3,4,0,3,3,1,39,0
30199,0,4,3,0,10,0,1,3,4,1,3,3,1,39,0
30200,2,4,3,9,9,4,8,5,1,0,3,3,0,36,0
30201,4,2,3,7,4,4,3,0,4,1,3,3,1,39,0
30202,0,4,2,9,9,0,6,1,4,1,3,3,1,39,0
30203,2,4,0,0,10,4,14,0,4,1,3,3,2,39,1
30204,1,4,3,3,7,4,6,0,4,1,3,3,1,39,0
30205,2,4,2,1,15,4,10,0,4,1,3,3,4,39,1
30206,0,0,4,0,10,0,0,3,4,0,3,3,0,39,0
30207,1,4,4,0,10,4,7,0,4,1,3,3,1,39,0
30208,0,0,0,4,6,0,0,3,4,1,3,3,0,39,0
30209,0,0,3,3,7,0,0,3,2,1,3,3,0,39,0
30210,0,6,4,10,11,4,5,0,4,1,3,3,1,39,0
30211,4,6,1,9,9,4,12,0,4,1,3,3,1,39,0
30212,4,2,4,15,14,1,10,4,4,0,3,3,2,39,1
30213,2,6,0,0,10,2,4,4,4,0,3,3,1,39,0
30214,3,4,4,0,10,2,4,4,4,0,3,3,1,39,0
30215,3,1,4,0,10,4,4,0,4,1,3,3,1,39,1
30216,3,4,3,14,13,4,4,0,4,1,3,3,2,39,1
30217,3,4,1,14,13,4,10,0,4,1,3,3,1,39,1
30218,2,0,0,9,9,2,0,1,4,0,3,3,1,39,0
30219,5,4,1,0,10,4,10,0,4,1,3,3,0,39,0
30220,2,4,2,0,10,2,4,1,4,0,3,3,1,39,0
30221,1,4,2,2,8,2,7,1,4,0,3,3,1,39,0
30222,2,4,1,14,13,2,13,2,4,1,3,3,1,39,0
30223,2,4,1,0,10,3,3,1,4,1,3,3,2,39,0
30224,3,6,4,9,9,0,12,1,4,1,3,3,1,39,0
30225,0,4,0,0,10,0,8,3,4,1,3,3,1,39,0
30226,0,4,3,0,10,0,14,1,4,0,3,3,2,39,0
30227,3,4,1,0,10,2,12,2,4,0,3,3,0,39,1
30228,2,4,4,9,9,1,3,1,4,0,3,3,1,39,0
30229,0,4,3,3,7,0,1,3,4,0,3,3,0,39,0
30230,0,4,2,9,9,0,8,3,1,0,3,3,0,0,0
30231,4,2,1,15,14,4,10,0,4,1,3,3,1,39,0
30232,1,4,1,9,9,4,1,0,4,1,3,3,1,39,0
30233,5,6,1,0,10,4,4,0,4,1,3,3,0,39,0
30234,4,1,0,3,7,2,3,1,2,0,3,3,1,39,1
30235,2,4,1,15,14,4,10,0,4,1,3,3,1,39,1
30236,0,7,4,13,12,0,1,1,4,0,3,3,1,39,0
30237,0,4,4,9,9,0,6,3,4,1,3,3,2,39,0
30238,1,4,1,10,11,0,13,2,4,0,3,3,1,39,0
30239,1,4,1,14,13,4,12,0,4,1,3,3,2,39,1
30240,0,4,2,9,9,0,12,3,4,0,3,3,1,39,0
30241,1,4,4,3,7,0,12,4,2,0,3,3,0,39,0
30242,3,6,0,0,10,4,3,0,4,1,3,3,2,39,0
30243,3,4,0,9,9,2,12,1,4,1,3,3,2,39,0
30244,3,5,2,1,15,4,10,0,4,1,3,3,2,39,1
30245,0,4,3,3,7,0,12,3,4,0,3,3,0,39,0
30246,3,2,4,1,15,4,10,5,4,0,3,3,2,39,1
30247,1,4,2,0,10,4,6,0,4,1,3,3,2,39,0
30248,3,4,1,15,14,4,10,0,4,1,3,3,2,39,1
30249,4,7,0,0,10,4,4,0,4,1,3,3,1,39,1
30250,4,4,3,9,9,1,1,4,4,0,3,3,0,39,0
30251,0,4,3,0,10,0,5,1,4,0,3,3,2,39,0
30252,1,4,2,0,10,4,14,0,4,1,3,3,1,39,0
30253,2,4,3,15,14,4,4,0,4,1,3,3,2,39,0
30254,4,1,4,9,9,2,4,1,4,1,3,3,1,39,1
30255,4,7,1,2,8,2,8,4,4,0,3,3,1,39,0
30256,0,4,2,14,13,0,12,1,4,1,3,3,2,39,0
30257,0,4,3,14,13,0,7,3,4,1,3,3,1,39,0
30258,3,4,0,0,10,4,12,0,4,1,3,3,2,39,1
30259,2,1,4,9,9,4,1,0,2,1,3,3,2,39,1
30260,1,6,2,15,14,0,10,1,4,1,3,3,1,39,0
30261,0,4,1,0,10,0,13,3,4,1,3,3,0,39,0
30262,1,4,1,0,10,0,4,1,4,1,3,3,2,39,0
30263,4,6,2,9,9,4,5,0,4,1,3,3,2,39,0
30264,1,4,2,9,9,4,6,0,4,1,3,3,1,39,0
30265,1,4,2,9,9,0,3,4,4,1,3,3,1,39,0
30266,4,4,4,15,14,4,10,0,4,1,3,3,2,39,1
30267,0,4,3,0,10,0,10,3,4,1,3,3,0,39,0
30268,4,0,0,6,5,1,0,1,4,0,3,3,1,39,0
30269,1,4,0,9,9,4,6,0,4,1,3,3,2,39,0
30270,0,4,3,0,10,4,3,0,4,1,3,3,2,39,0
30271,2,7,0,15,14,2,10,1,4,1,3,3,1,39,0
30272,0,4,3,7,4,4,6,2,3,0,3,3,1,8,0
30273,1,4,1,9,9,4,12,0,4,1,3,3,2,39,1
30274,3,5,1,9,9,0,12,2,4,1,3,3,1,0,0
30275,0,4,4,9,9,0,12,3,4,1,3,3,0,39,0
30276,1,4,3,0,10,0,4,3,4,0,3,3,1,0,0
30277,1,0,4,0,10,4,0,5,4,0,3,3,1,39,1
30278,2,4,3,9,9,3,14,4,2,0,3,3,1,39,0
30279,1,4,4,14,13,0,10,1,4,1,3,3,2,9,0
30280,0,4,2,9,9,4,14,0,4,1,3,3,2,39,0
30281,1,4,2,1,15,0,13,1,4,1,3,3,2,39,0
30282,1,4,0,14,13,5,1,1,4,0,3,3,1,39,0
30283,1,4,3,9,9,4,4,0,4,1,3,3,2,39,1
30284,5,7,1,9,9,4,4,0,4,1,3,3,1,39,1
30285,2,4,3,8,3,4,6,0,4,1,3,3,1,13,0
30286,4,4,3,7,4,4,10,0,4,1,3,3,0,39,0
30287,4,4,4,9,9,4,3,0,2,1,3,3,1,39,0
30288,2,4,4,9,9,3,4,4,4,0,3,3,1,2,0
30289,0,4,1,14,13,0,4,3,1,0,3,3,1,30,0
30290,3,4,1,9,9,4,4,0,4,1,3,3,1,39,1
30291,0,4,4,9,9,0,8,3,2,1,3,3,1,39,0
30292,1,4,1,0,10,4,3,0,4,1,3,3,2,39,0
30293,3,7,4,0,10,2,1,1,4,0,3,3,1,39,0
30294,0,4,4,6,5,4,14,0,4,1,3,3,2,39,0
30295,4,0,1,15,14,4,0,0,4,1,3,3,1,39,0
30296,0,4,0,0,10,0,14,1,4,1,3,3,1,39,0
30297,1,4,3,14,13,4,4,5,4,0,3,3,2,39,1
30298,0,4,0,9,9,4,12,3,4,1,3,3,1,39,0
30299,2,4,1,7,4,2,3,4,4,1,3,3,1,33,0
30300,0,4,1,9,9,0,7,3,4,1,3,3,0,39,0
30301,0,4,2,4,6,4,7,3,1,0,3,3,1,40,0
30302,1,4,3,14,13,4,1,0,4,1,3,3,1,0,1
30303,3,4,0,14,13,2,10,1,4,0,3,3,1,39,1
30304,2,4,1,9,9,2,7,1,2,1,3,3,1,39,0
30305,3,4,0,0,10,2,12,1,4,1,3,3,2,39,0
30306,2,4,2,9,9,2,7,4,4,1,3,3,1,39,1
30307,0,4,4,0,10,0,12,3,4,0,3,3,1,39,0
30308,1,4,3,10,11,0,8,1,4,1,3,3,2,39,0
30309,2,4,2,0,10,2,7,4,4,1,3,3,2,39,0
30310,2,4,2,9,9,2,1,4,2,0,3,3,1,39,0
30311,3,4,0,9,9,4,3,0,4,1,3,3,2,39,0
30312,2,4,4,7,4,2,12,1,4,0,3,3,1,39,0
30313,1,0,4,0,10,4,0,5,4,0,3,3,0,39,0
30314,4,5,4,13,12,4,3,0,4,1,3,3,1,39,0
30315,2,4,4,9,9,4,12,5,4,0,3,3,1,39,1
30316,0,4,3,0,10,0,11,3,2,0,3,3,0,39,0
30317,1,4,3,14,13,0,10,1,4,0,3,3,1,39,0
30318,2,4,0,0,10,4,7,0,4,1,3,3,1,39,1
30319,0,5,0,3,7,0,5,3,4,1,3,3,3,39,0
30320,3,4,4,0,10,4,12,0,2,1,3,3,2,39,1
30321,0,4,2,14,13,0,8,1,4,1,3,3,1,39,0
30322,1,4,1,10,11,4,6,5,4,0,3,3,1,7,0
30323,0,7,1,9,9,0,1,3,4,0,3,3,2,39,0
30324,0,4,4,3,7,0,3,3,4,1,3,3,1,39,0
30325,4,4,0,8,3,4,6,0,1,1,3,3,1,30,1
30326,4,1,3,0,10,4,1,0,1,1,3,3,1,25,0
30327,0,4,2,0,10,0,12,3,4,0,3,3,0,39,0
30328,0,4,1,4,6,0,6,3,4,1,3,3,1,39,0
30329,1,4,4,0,10,4,6,0,4,1,3,3,1,0,1
30330,1,2,4,9,9,4,11,0,4,1,3,3,1,39,1
30331,4,4,3,9,9,1,1,1,4,0,3,3,1,39,0
30332,2,4,4,9,9,3,7,1,2,1,3,3,1,39,0
30333,1,2,4,9,9,0,11,1,4,1,3,3,1,39,0
30334,0,0,2,3,7,0,0,4,4,1,3,3,1,8,0
30335,0,2,4,3,7,0,1,3,4,1,3,3,0,39,0
30336,3,4,1,9,9,0,6,3,4,1,3,3,1,39,0
30337,3,4,3,0,10,4,14,0,4,1,3,3,1,39,1
30338,1,7,1,12,16,4,10,0,1,1,3,3,2,17,0
30339,3,4,2,14,13,4,12,0,4,1,3,3,1,39,1
30340,4,4,0,9,9,4,8,0,4,1,3,3,3,39,0
30341,3,7,3,9,9,2,1,3,4,0,3,3,1,39,0
30342,2,4,3,14,13,4,4,0,4,1,3,3,1,39,1
30343,2,4,1,0,10,4,4,3,4,1,3,3,1,39,1
30344,0,4,4,9,9,4,7,0,4,1,3,3,2,39,0
30345,0,4,3,14,13,0,12,1,4,0,3,3,1,39,0
30346,3,4,2,9,9,4,1,5,4,0,3,3,1,18,0
30347,2,6,2,14,13,4,4,0,1,1,3,3,2,35,0
30348,1,4,3,10,11,4,7,0,4,1,3,3,2,39,1
30349,3,4,1,9,9,4,7,0,2,1,3,3,1,39,0
30350,0,4,4,8,3,0,6,3,4,1,3,3,1,39,0
30351,5,4,2,7,4,4,3,0,4,1,3,3,1,39,0
30352,4,4,3,10,11,4,13,0,4,1,3,3,1,39,1
30353,2,4,0,13,12,4,13,0,4,1,3,3,1,39,0
30354,1,4,0,9,9,4,3,0,4,1,3,3,1,39,0
30355,0,4,4,9,9,0,1,3,4,0,3,3,1,39,0
30356,0,7,2,0,10,0,6,3,4,1,3,3,1,39,0
30357,2,2,1,10,11,2,3,4,4,0,3,3,2,39,0
30358,4,4,2,9,9,4,14,0,4,1,3,3,1,39,0
30359,0,4,3,9,9,0,3,1,4,1,3,3,2,39,0
30360,0,4,4,9,9,0,11,3,2,1,3,3,1,39,0
30361,2,7,4,8,3,4,8,0,4,1,3,3,1,26,0
30362,2,2,0,10,11,0,11,1,4,0,3,3,1,39,0
30363,5,4,3,2,8,4,14,0,4,1,3,3,2,39,1
30364,3,1,2,0,10,2,4,1,4,0,3,3,2,39,0
30365,3,4,2,9,9,4,5,0,4,1,3,3,2,39,1
30366,0,4,3,9,9,4,7,0,4,1,3,3,1,39,0
30367,0,4,4,4,6,0,8,3,4,1,3,3,1,39,0
30368,1,4,2,9,9,4,10,1,2,1,3,3,1,39,0
30369,0,0,3,0,10,0,0,3,4,0,3,3,0,0,0
30370,3,4,4,9,9,4,5,0,4,1,3,3,2,39,0
30371,0,4,4,4,6,0,3,1,4,1,3,3,1,39,0
30372,3,4,3,9,9,4,3,0,4,1,3,3,1,39,1
30373,2,4,4,9,9,4,3,0,4,1,3,3,2,39,1
30374,2,7,1,15,14,2,10,1,4,1,3,3,1,39,0
30375,2,2,2,15,14,4,10,0,4,1,3,3,1,39,1
30376,2,4,4,13,12,1,12,4,4,0,3,3,1,5,0
30377,3,4,1,9,9,2,3,1,4,1,3,3,1,39,0
30378,0,2,1,14,13,0,10,3,2,0,3,3,0,39,0
30379,0,4,0,0,10,0,7,1,4,0,3,3,1,39,0
30380,1,4,1,9,9,3,7,1,4,1,3,3,2,39,0
30381,2,4,3,9,9,2,4,1,4,1,3,3,1,39,0
30382,1,4,1,9,9,4,14,0,0,1,3,3,2,39,0
30383,2,4,1,15,14,4,10,0,4,1,3,3,2,39,1
30384,0,0,3,0,10,0,0,3,4,0,3,3,1,39,0
30385,3,4,3,9,9,2,12,4,4,0,3,3,2,39,0
30386,0,4,1,9,9,4,3,0,4,1,3,3,2,39,0
30387,1,4,0,9,9,0,14,1,4,1,3,3,1,39,0
30388,1,2,0,13,12,0,11,4,4,1,3,3,1,39,0
30389,4,4,4,2,8,4,3,0,4,1,3,3,1,26,0
30390,3,4,1,4,6,4,6,0,2,1,3,3,2,39,0
30391,3,2,0,15,14,4,10,0,2,1,3,3,1,39,1
30392,0,7,4,0,10,0,10,3,4,1,3,3,1,39,0
30393,2,4,0,9,9,4,7,0,4,1,3,3,1,39,1
30394,4,4,2,9,9,4,8,0,4,1,3,3,1,39,0
30395,1,4,1,0,10,4,6,0,4,1,3,3,1,39,0
30396,1,4,4,4,6,4,14,0,4,1,3,3,1,39,0
30397,4,0,0,9,9,4,0,0,4,1,3,3,1,39,1
30398,4,4,0,9,9,4,3,0,4,1,3,3,1,39,0
30399,3,4,3,0,10,4,12,0,4,1,3,3,1,39,0
30400,3,5,1,0,10,4,7,0,4,1,3,3,3,11,0
30401,2,2,0,15,14,4,10,5,4,0,3,3,2,39,1
30402,0,0,0,3,7,0,0,3,4,0,3,3,1,39,0
30403,4,4,0,9,9,4,12,5,4,0,3,3,0,39,0
30404,1,4,2,14,13,2,4,1,4,0,3,3,2,39,1
30405,1,7,1,14,13,4,4,5,4,0,3,3,2,39,1
30406,1,4,1,3,7,2,8,4,4,0,3,3,1,39,0
30407,1,4,0,10,11,4,13,0,4,1,3,3,1,39,0
30408,1,4,3,4,6,0,8,3,4,0,3,3,1,39,0
30409,2,4,4,10,11,2,1,1,4,0,3,3,1,39,0
30410,4,4,1,10,11,4,3,0,4,1,3,3,2,39,0
30411,1,4,4,0,10,4,6,0,4,1,3,3,0,39,0
30412,2,0,3,8,3,4,0,0,4,1,3,3,1,26,0
30413,2,4,4,0,10,4,14,0,4,1,3,3,1,39,0
30414,3,4,1,15,14,4,10,0,4,1,3,3,2,39,1
30415,2,4,2,0,10,3,13,1,4,0,3,3,1,39,0
30416,1,1,2,0,10,0,1,1,4,1,3,3,1,39,0
30417,2,4,0,9,9,0,7,1,4,1,3,3,2,39,0
30418,2,4,2,9,9,4,3,0,4,1,3,3,1,39,0
30419,0,4,3,0,10,0,8,3,4,0,3,3,0,39,0
30420,3,4,0,14,13,4,10,0,4,1,3,3,2,39,1
30421,0,4,4,9,9,4,3,0,4,1,3,3,2,39,0
30422,4,4,2,14,13,1,10,4,4,1,3,3,1,39,1
30423,0,4,1,0,10,0,1,1,4,0,3,3,1,39,0
30424,1,4,2,0,10,4,5,0,4,1,3,3,1,39,1
30425,2,4,1,9,9,2,7,1,4,1,3,3,1,39,0
30426,4,5,0,1,15,4,10,0,4,1,3,3,1,39,1
30427,2,4,4,9,9,2,4,4,4,0,3,3,1,39,0
30428,2,5,2,14,13,4,4,0,4,1,3,3,2,39,0
30429,2,4,4,14,13,4,10,0,4,1,3,3,3,39,1
30430,1,2,1,10,11,4,11,0,4,1,3,3,1,39,1
30431,3,4,2,14,13,2,10,1,4,1,3,3,1,39,0
30432,2,4,3,9,9,4,7,0,4,1,3,3,1,39,1
30433,1,4,2,9,9,4,14,0,4,1,3,3,1,39,0
30434,1,1,1,14,13,0,4,3,4,1,3,3,1,39,0
30435,3,4,1,9,9,3,4,4,4,0,3,3,1,39,0
30436,3,4,3,10,11,0,4,1,4,0,3,3,2,39,0
30437,1,4,4,9,9,0,8,2,4,1,3,3,1,26,0
30438,4,4,2,9,9,4,7,0,4,1,3,3,2,39,1
30439,0,4,2,9,9,0,7,3,4,0,3,3,1,39,0
30440,3,7,2,9,9,2,4,1,4,1,3,3,1,39,0
30441,4,4,1,4,6,4,7,0,2,1,3,3,2,39,0
30442,0,4,3,9,9,0,6,2,4,1,3,3,0,39,0
30443,1,4,0,14,13,0,13,1,2,1,3,3,1,23,0
30444,0,0,4,4,6,0,0,3,4,1,3,3,1,39,0
30445,0,4,3,9,9,0,12,3,4,1,3,3,2,39,0
30446,0,4,3,9,9,0,6,1,4,1,3,3,1,39,0
30447,5,7,0,9,9,1,10,4,2,0,3,3,1,39,0
30448,2,4,1,0,10,4,4,0,4,1,3,3,2,39,0
30449,2,1,4,0,10,2,4,4,2,0,3,3,1,39,0
30450,2,0,0,2,8,4,0,0,4,1,3,3,1,39,0
30451,3,4,0,9,9,4,7,0,4,1,3,3,1,39,1
30452,2,4,4,9,9,2,14,3,4,1,3,3,2,39,0
30453,0,4,4,0,10,0,14,3,4,1,3,3,1,39,0
30454,2,4,3,9,9,0,3,3,2,1,3,3,1,39,0
30455,1,4,2,0,10,4,7,0,1,1,3,3,1,30,0
30456,1,0,2,9,9,0,0,1,4,1,3,3,1,39,0
30457,2,2,1,14,13,0,10,1,4,1,3,3,1,39,0
30458,3,4,0,9,9,4,3,0,4,1,3,3,1,39,0
30459,2,4,2,8,3,4,3,0,4,1,3,3,2,39,0
30460,1,7,2,2,8,0,1,4,4,0,3,3,1,39,0
30461,1,4,2,0,10,0,1,3,4,1,3,3,1,39,0
30462,3,4,2,10,11,4,3,0,4,1,3,3,2,39,0
30463,2,4,2,14,13,4,12,0,4,1,3,3,2,39,0
30464,0,4,1,9,9,0,6,3,2,1,3,3,0,39,0
30465,1,6,0,14,13,0,8,1,4,0,3,3,0,39,0
30466,1,4,1,9,9,4,3,0,4,1,3,3,1,39,0
30467,1,4,1,9,9,4,4,0,4,1,3,3,1,39,0
30468,2,0,4,10,11,0,0,3,4,1,3,3,0,39,0
30469,1,6,3,9,9,4,8,0,2,1,3,3,2,39,1
30470,1,5,0,0,10,4,12,0,4,1,3,3,2,39,1
30471,1,7,3,14,13,0,10,1,4,1,3,3,2,39,0
30472,2,4,2,9,9,4,3,0,4,1,3,3,1,39,0
30473,3,4,2,7,4,4,5,0,2,1,3,3,1,39,0
30474,2,4,2,9,9,0,8,4,2,0,3,3,1,39,0
30475,2,6,2,9,9,4,3,0,4,1,3,3,1,39,0
30476,2,4,4,0,10,4,4,0,2,1,3,3,2,5,1
30477,2,4,3,14,13,4,10,0,4,1,3,3,2,39,1
30478,0,4,2,15,14,0,10,1,4,1,3,3,1,39,0
30479,2,4,3,9,9,0,12,4,4,1,3,3,2,39,0
30480,1,2,0,13,12,2,1,4,4,0,3,3,0,39,0
30481,3,6,4,9,9,4,12,0,4,1,3,3,2,39,1
30482,3,4,0,0,10,4,4,0,4,1,3,3,2,39,1
30483,0,4,3,8,3,0,6,4,4,1,3,3,1,13,0
30484,3,7,3,10,11,4,4,0,4,1,3,3,1,39,1
30485,3,4,4,12,16,4,10,0,4,1,3,3,2,39,1
30486,1,4,3,13,12,2,12,1,4,1,3,3,1,39,0
30487,4,4,1,9,9,4,14,0,4,1,3,3,1,39,0
30488,3,7,2,0,10,2,10,1,2,0,3,3,1,39,0
30489,2,4,2,9,9,0,14,1,4,1,3,3,1,39,0
30490,1,4,2,0,10,0,4,1,4,0,3,3,1,39,1
30491,0,4,4,9,9,0,8,1,4,1,3,3,1,39,0
30492,1,4,2,0,10,0,12,3,2,0,3,3,1,39,0
30493,1,4,0,0,10,0,7,1,2,1,3,3,1,39,0
30494,1,4,1,9,9,0,8,3,4,0,3,3,1,39,0
30495,2,1,0,15,14,4,6,0,4,1,3,3,0,39,0
30496,3,4,1,4,6,4,3,0,4,1,3,3,1,39,1
30497,2,6,3,4,6,5,8,1,4,0,3,3,0,39,0
30498,0,4,4,0,10,0,8,3,4,1,3,3,1,8,0
30499,2,4,2,9,9,0,6,1,2,1,3,3,1,39,0
30500,1,4,4,0,10,0,3,1,4,1,3,3,1,39,0
30501,0,4,0,3,7,0,8,3,4,1,3,3,2,8,0
30502,4,4,3,9,9,4,10,0,4,1,3,3,1,39,0
30503,2,4,0,0,10,0,6,1,4,1,3,3,1,39,0
30504,2,4,2,9,9,4,3,0,4,1,3,3,2,39,1
30505,0,4,3,0,10,0,8,4,4,0,3,3,2,8,0
30506,4,2,2,0,10,4,6,0,2,1,3,3,1,39,1
30507,0,2,4,9,9,0,6,2,2,1,3,3,1,39,0
30508,2,4,0,9,9,2,8,4,2,0,3,3,1,39,0
30509,0,4,1,9,9,4,3,0,4,1,3,3,1,39,0
30510,0,4,4,8,3,0,3,1,4,1,3,3,1,26,0
30511,4,6,1,9,9,0,12,1,4,0,3,3,2,39,0
30512,1,4,4,0,10,2,3,1,4,1,3,3,2,39,0
30513,0,0,2,3,7,0,0,3,4,0,3,3,0,39,0
30514,0,4,3,0,10,0,8,3,4,0,3,3,1,39,0
30515,3,4,2,15,14,4,10,0,4,1,3,3,1,39,0
30516,2,4,4,2,8,2,3,3,4,1,3,3,1,39,0
30517,0,4,2,0,10,0,8,3,4,0,3,3,1,6,0
30518,2,6,3,0,10,4,10,0,4,1,3,3,2,39,0
30519,1,2,0,14,13,4,10,5,4,0,3,3,2,39,1
30520,0,4,4,9,9,0,7,3,4,0,3,3,1,29,0
30521,1,7,3,0,10,4,4,0,2,1,3,3,1,39,1
30522,4,4,4,9,9,4,3,0,4,1,3,3,4,39,1
30523,0,4,1,9,9,0,6,3,2,1,3,3,1,39,0
30524,0,4,4,0,10,0,1,1,3,0,3,3,1,39,0
30525,3,5,1,0,10,4,10,5,4,0,3,3,3,39,1
30526,2,4,3,9,9,4,3,0,4,1,3,3,1,39,0
30527,2,4,0,14,13,4,13,0,4,1,3,3,1,39,0
30528,2,4,3,9,9,4,3,0,2,1,3,3,1,14,0
30529,2,6,4,0,10,4,1,5,4,0,3,3,0,39,0
30530,4,4,3,15,14,2,10,1,4,1,3,3,1,39,0
30531,4,4,3,7,4,0,8,3,4,0,3,3,1,39,0
30532,2,4,3,13,12,2,10,1,4,1,3,3,3,39,0
30533,3,6,1,9,9,4,8,0,1,1,3,3,2,35,0
30534,1,4,0,6,5,0,7,1,4,1,3,3,2,39,0
30535,1,4,1,15,14,4,12,0,4,1,3,3,0,39,0
30536,1,1,2,14,13,4,4,0,4,1,3,3,1,39,1
30537,1,4,3,4,6,4,7,0,4,1,3,3,2,39,0
30538,2,4,3,9,9,2,3,4,4,1,3,3,1,39,0
30539,2,4,2,12,16,2,10,4,2,0,3,3,1,39,1
30540,1,6,0,13,12,0,3,3,4,1,3,3,1,39,0
30541,1,5,1,9,9,4,8,0,4,1,3,3,2,39,0
